,air_date,director,episode_description,episode_number,link,rating,rating_count,season,storyline,title,writers
298,12 Jan. 2003,Mark Kirkland,Homer hires a private detective to learn more about Lisa.,8,http://www.imdb.com/title/tt0701233/?ref_=ttep_ep8,7.3,692,14,"Homer realizes he doesn't know enough about Lisa, so he hires a private detective to learn more about her. This helps with the father-daughter relationship, as Homer knows what she would want to do. However, the detective, Dexter Colt, has charged him $1000, and few of the charges relate to his work (namely, a $40 steak, super-unleaded fuel and silver bullets [the idiot thought Lisa was a werewolf]). Homer, of course, refuses to pay the bill, so Colt breaks into the animal testing lab, and as Lisa is against animal testing, and some of Lisa's belongings are there, the police assume it was her who did it. Can Homer expose Colt and exonerate Lisa before she's jailed?                Written by
movieguy3",The Dad Who Knew Too Little,"Matt Groening (created by), James L. Brooks (developed by)"
299,2 Feb. 2003,Pete Michels,"Marge takes up body-building to boost her self-esteem after a mugging, but the family finds they just can't cope with a Marge that can bench-press 500 pounds.",9,http://www.imdb.com/title/tt0701218/?ref_=ttep_ep9,6.9,742,14,"Marge takes up body-building to boost her self-esteem after a mugging, but the family finds they just can't cope with a Marge that can bench-press 500 pounds.",The Strong Arms of the Ma,"Matt Groening (created by), James L. Brooks (developed by)"
300,9 Feb. 2003,Michael Polcino,"Homer turns to religion to help him get what he wants, and is soon awarded the church in an injury settlement. Homer then turns the church into his personal party pad, and Reverend Lovejoy leaves Springfield to wallow in its hedonism.",10,http://www.imdb.com/title/tt0701199/?ref_=ttep_ep10,6.9,681,14,"Flanders tells Homer that praying has led him to success, so Homer starts praying over anything. When praying for a new house he falls into a hole outside the church and sues them. When the church can't pay him the $1 million he is awarded by the court, Homer takes over the church and makes it his new house, which leads to Reverend Lovejoy leaving town.                Written by
Emil Petersen",Pray Anything,"Matt Groening (created by), James L. Brooks (developed by)"
301,16 Feb. 2003,Matthew Nastuk,"When Bart finds out Homer has used all the money Bart got for doing a commercial when he was a baby, he moves out of the house and into the same building as famous skateboarder, Tony Hawk, whose skateboarding tour Bart joins.",11,http://www.imdb.com/title/tt0701067/?ref_=ttep_ep11,6.6,734,14,"When Bart finds out Homer has used all the money Bart got for doing a commercial when he was a baby, he moves out of the house and into the same building as famous skateboarder, Tony Hawk, whose skateboarding tour Bart joins.",Barting Over,"Matt Groening (created by), James L. Brooks (developed by)"
302,16 Feb. 2003,Nancy Kruse,"Lisa participates in the Spellympics, but Homer is busy traveling cross-country as Krusty Burger test-markets a new sandwich. Lisa is confident that she will win, until she learns that the contest is rigged against her.",12,http://www.imdb.com/title/tt0701134/?ref_=ttep_ep12,7.3,715,14,"Lisa participates in the Spellympics, but Homer is busy traveling cross-country as Krusty Burger test-markets a new sandwich. Lisa is confident that she will win, until she learns that the contest is rigged against her.",I'm Spelling as Fast as I Can,"Matt Groening (created by), James L. Brooks (developed by)"
303,2 Mar. 2003,Michael Marcantel,"Ned Flanders starts dating a the famous movie star, Sara Sloane, but Ned has difficulties with the tabloids following them everywhere.",13,http://www.imdb.com/title/tt0701046/?ref_=ttep_ep13,7.1,684,14,"Hollywood film star Sara Sloane is making a movie in Springfield and, after visiting his shop, becomes attracted to Ned Flanders, who starts dating her. Ned is reluctant to move to Hollywood so Sara blends in with the Springfield set but she eventually goes back to Tinseltown, having turned down Ned's marriage proposal. As a result however, Ned has become much more popular with the ladies.                Written by
don @ minifie-1",A Star Is Born Again,"Matt Groening (created by), James L. Brooks (developed by)"
304,9 Mar. 2003,Lance Kramer,The family makes Krusty run for Congress because of air traffic being redirected to fly dangerously close to their house.,14,http://www.imdb.com/title/tt0701185/?ref_=ttep_ep14,6.8,659,14,"Plagued by low-flying aircraft shattering their peace because their house is in a flight path,the Simpsons persuade Krusty to become a congress -man and pass a bill to get the flight path moved. Krusty is willing but lacks confidence and,even after Lisa's campaign has had him successfully elected he is used as a skivvy by other congress-men so that the Simpsons resort to blackmail to achieve their aim.                Written by
don @ minifie-1",Mr. Spritz Goes to Washington,"Matt Groening (created by), James L. Brooks (developed by)"
305,16 Mar. 2003,Mike B. Anderson,Homer takes over the power plant after tricking Mr. Burns into making him the official owner of the power plant.,15,http://www.imdb.com/title/tt0793253/?ref_=ttep_ep15,7.3,636,14,"Homer accidentally attends a class on Successmanship, showing him how to be an assertive business man, as a result of which he tricks Burns into letting him take over the ownership of the power plant, in order to put right the many wrongs he sees in its running. However he is dismayed to learn that he must fire people, in addition to which he is forced to spend time away from the family. After Burns has unsuccessfully tried to kill him - by bricking him up in a wall - he happily returns the power plant to him.                Written by
don @ minifie-1",C.E.D'oh,"Matt Groening (created by), James L. Brooks (developed by)"
306,30 Mar. 2003,Mike B. Anderson,Lisa becomes interested in astronomy and starts fighting the light pollution which is preventing her from being able to enjoy her new hobby.,16,http://www.imdb.com/title/tt0701042/?ref_=ttep_ep16,7.2,642,14,"Lisa takes up astronomy but finds herself unable to view the planets because of light pollution in the night sky. She successfully petitions against the light pollution,which means the street lights are turned off at night,leading to a crime wave. Eventually they are turned back on again but only after everyone has witnessed a meteor shower,a fact made possible by the absence of street lighting.                Written by
don @ minifie-1",'Scuse Me While I Miss the Sky,"Matt Groening (created by), James L. Brooks (developed by)"
307,13 Apr. 2003,Mark Kirkland,"Finding an old note, Homer discovers Marge secretly hated him many years back. Upset, he leaves the house and moves in with two gays.",17,http://www.imdb.com/title/tt0701274/?ref_=ttep_ep17,7.2,736,14,"Homer finds a note from way back,which implies that Marge never really loved him,so he moves out and shares a condo with two gays,Grady and Julio,adopting gay mannerisms and ultimately discovering that Grady is in love with him. After being admitted to hospital for alcohol poisoning he is shown video evidence by Dr. Hibbert,which proves that Marge loved him all along,and returns home.                Written by
don @ minifie-1",Three Gays of the Condo,"Matt Groening (created by), James L. Brooks (developed by)"
308,27 Apr. 2003,Chris Clements,"Homer's song, ""Everybody Hates Ned Flanders"", becomes a hit in Springfield, but the family leaves Springfield to live a couple of weeks in a ranch to escape Homer's song.",18,http://www.imdb.com/title/tt0701090/?ref_=ttep_ep18,7.0,732,14,"Homer writes a hit song,'Everybody Hates Ned Flanders' but the resultant publicity forces the family to flee the town and stay at the Lazy I Ranch,where Homer and Bart destroy a beavers' dam in order for native Americans to reclaim their land and Lisa falls for cowboy Luke Stetson. In fact Lisa's mistaken view that a girl called Clara,in reality Luke's sister,is her love rival,causes her to almost send Clara to a watery grave though Bart gets the beavers to - inadvertently - rescue her.                Written by
don @ minifie-1","Dude, Where's My Ranch?","Matt Groening (created by), James L. Brooks (developed by)"
309,4 May 2003,Bob Anderson,"Homer throws out Santa's Little Helper for not saving him from a fire, but soon the dog becomes Duff's new mascot.",19,http://www.imdb.com/title/tt0701193/?ref_=ttep_ep19,6.8,656,14,"After Santa's Little Helper fails to save Homer in a fire,he plans to get rid of the dog but after a journalist sees Santa's Little Helper play with a beer can he becomes the new mascot of Duff Beer - and,given his new fame,his original owner claims him back. A publicity stunt is arranged at the beach whereby Santa's Little Helper will save Homer from a shark but again he fails so the shark is made the new Duff mascot instead. The owner now wants rid of the dog so the Simpsons take him back.                Written by
don @ minifie-1",Old Yeller-Belly,"Matt Groening (created by), James L. Brooks (developed by)"
310,11 May 2003,Pete Michels,"Because of Homer losing his driver's license, Marge has to drive everyone everywhere, which is so stressful for her that she accidentally runs over Homer leading to the two seeing a marriage counselor.",20,http://www.imdb.com/title/tt0701073/?ref_=ttep_ep20,6.8,647,14,"After installing too many gadgets in his car, Homer drives it into the sea and is banned from driving. An increasingly harassed Marge must now do all the driving and, feeling stressed out, accidentally runs over Homer. Homer begins to wonder whether she did it on purpose and they go for marriage guidance - where Homer is told to do one unselfish thing to prove to Marge that he loves her. He duly complies by throwing a backyard barbecue for all their friends to come and show their regard for Marge.                Written by
don @ minifie-1","Brake My Wife, Please","Matt Groening (created by), James L. Brooks (developed by)"
311,18 May 2003,Michael Polcino,"Marge makes Bart quit hanging out with Milhouse after the two are caught invading the Flanders' home. She then starts a peer group based around Native American life for Bart, Nelson, Ralph and Database to participate in. When Bart finds out Milhouse has joined a different peer group, they soon are at odds as they see whose group can do more community service around Springfield.",21,http://www.imdb.com/title/tt0784544/?ref_=ttep_ep21,6.7,662,14,"Marge makes Bart quit hanging out with Milhouse after the two are caught invading the Flanders' home. She then starts a peer group based around Native American life for Bart, Nelson, Ralph and Database to participate in. When Bart finds out Milhouse has joined a different peer group, they soon are at odds as they see whose group can do more community service around Springfield.                Written by
Matt",The Bart of War,"Matt Groening (created by), James L. Brooks (developed by)"
312,18 May 2003,Lauren MacMullan,"After saving Maggie's life, Moe develops a special bond with her, much to Homer's dismay.",22,http://www.imdb.com/title/tt0701179/?ref_=ttep_ep22,7.8,790,14,"After the blooming of a huge plant in Springfield's botanic gardens causes a stinking fume to spread across town, all the Springfieldians take their cars and drive away from the city. When the traffic is jammed on a bridge, Homer falls asleep. When he accelerates, he crashes into another car and Maggie is sent flying out the open roof window. In the mean time, Moe is about to commit suicide by jumping off the same bridge, which is prevented by Maggie falling into his arms. He then becomes crazily obsessed by the baby.                Written by
Anonymous",Moe Baby Blues,"Matt Groening (created by), James L. Brooks (developed by)"
313,2 Nov. 2003,Steven Dean Moore,"First, Homer kills the Grim Reaper and takes his place in Reaper Madness. Then, Professor Frink's father is revived, only to kill people and steal their organs in Frinkenstein. Finally, Bart and Milhouse get a stop watch that can stop time in Stop the World, I Want To Goof Off.",1,http://www.imdb.com/title/tt0701285/?ref_=ttep_ep1,7.4,851,15,"First, Homer kills the Grim Reaper and takes his place in Reaper Madness. Then, Professor Frink's father is revived, only to kill people and steal their organs in Frinkenstein. Finally, Bart and Milhouse get a stop watch that can stop time in Stop the World, I Want To Goof Off.                Written by
Anonymous",Treehouse of Horror XIV,"Matt Groening (created by) (as Bat Groening), James L. Brooks (developed by) (as James 'Just One Hug' Brooks)"
314,9 Nov. 2003,Nancy Kruse,"Homer's mother returns to Springfield, and the city pardons her from the charges against her. Mr Burns is furious about this and makes a plan to get Mona Simpson in prison.",2,http://www.imdb.com/title/tt0701188/?ref_=ttep_ep2,7.3,682,15,"Following up a cryptic message in the newspaper Homer meets up with his mother,who has returned to Springfield in disguise to catch up on all the years they missed together. Although she is subsequently arrested the jury acquit her of all crimes,which infuriates Burns,still unforgiving of her sabotage of his germ warfare plant forty years earlier and who has her arrested on a minor charge of using false names to get into national parks. Homer hi-jacks the bus taking her to prison and,after faking her death,Mother Simpson escapes,leaving another cryptic message to notify homer that she is safe.                Written by
don @ minifie-1",My Mother the Carjacker,"Matt Groening (created by), James L. Brooks (developed by)"
315,16 Nov. 2003,Mike B. Anderson,Lisa feuds with Principal Skinner after being elected school president.,3,http://www.imdb.com/title/tt0701256/?ref_=ttep_ep3,7.0,718,15,"In a loose - and acknowledged - take on 'Evita' Lisa becomes the students' president,undergoing a glamorous make-over in the process. However Skinner uses her as a scapegoat in order to trim various subjects from the school curriculum and on discovering this and persuading the kids that she has been used, Lisa leads them out on strike. The strike is supported by other unions - and Michael Moore,who comes to give advice - and,after an attempt to move Lisa to another school thwarted by Homer,the subjects are reinstated.                Written by
don @ minifie-1",The President Wore Pearls,"Matt Groening (created by), James L. Brooks (developed by)"
316,23 Nov. 2003,Mark Kirkland,Prime minister Tony Blair welcomes the Simpsons to England where they run into author J.K. Rowling and actor Ian McKellen.,4,http://www.imdb.com/title/tt0701258/?ref_=ttep_ep4,7.1,787,15,"The Simpsons visit London,where Grampa hopes to meet his old sweetheart Edwina. Confused by the London traffic system Homer accidentally rams Queen Elizabeth's coach and gets put in the Tower of London. Escaping through a secret tunnel he ends up in the queen's bedroom but she agrees to let him go back to America as long as he takes Madonna with him. At the airport Grampa finally meets Edwina and her daughter - who looks and sounds a lot like Homer.                Written by
don @ minifie-1",The Regina Monologues,"Matt Groening (created by), James L. Brooks (developed by)"
317,30 Nov. 2003,Matthew Nastuk,"At the dump Homer is videotaped while being attacked by a bear. The town regards him a coward, so Homer decides to strike back at the bear.",5,http://www.imdb.com/title/tt0701235/?ref_=ttep_ep5,7.2,665,15,"Homer is attacked at the dump by a grizzly bear. He is mocked for his fear of the bear and develops a phobia of bears in general,even cuddly toy ones. Grampa persuades him that the only cure is to confront the bear - which Homer does,discovering that the bear is angry because of an electric prod in his ear. When Homer removes it the two become friends and Homer helps the bear escape to an animal sanctuary.                Written by
don @ minifie-1",The Fat and the Furriest,"Matt Groening (created by), James L. Brooks (developed by)"
318,7 Dec. 2003,Nancy Kruse,Krusty decides to do what he never did when he was thirteen years old - have a Bar Mitzvah.,6,http://www.imdb.com/title/tt0701276/?ref_=ttep_ep6,6.6,658,15,"Krusty learns that he did not have a bar-mitzvah as a boy because he was considered too disruptive, so he plans to have one as an adult. Whilst he is studying for it Homer replaces his television show with a panel game, which is initially successful but then bombs. To restore ratings it is suggested that Krusty have a glitzy, televised, bar-mitzvah with guest star Mr. T. but, sensing his father's disapproval, Krusty opts for a more traditional one.                Written by
don @ minifie-1","Today, I Am a Clown","Matt Groening (created by), James L. Brooks (developed by)"
319,14 Dec. 2003,Steven Dean Moore,"After spending all his money on an expensive gift for himself, the family thinks Homer should be less of an egoist. Therefore he tries replacing Ned Flanders as the 'good guy' in town.",7,http://www.imdb.com/title/tt0789632/?ref_=ttep_ep7,7.1,670,15,"After watching 'Mr. McGrew's Christmas Carol' on TV Homer decides to mend his selfish ways and do good things for the townsfolk as Christmas approaches. Usurped as the nicest guy in Springfield, Ned becomes jealous and the two vie to claim the title. After Lisa, a Buddhist, has told Homer that people do not need presents he goes around stealing them in the manner of the Grinch but is eventually forced to put them back.                Written by
don @ minifie-1",'Tis the Fifteenth Season,"Matt Groening (created by), James L. Brooks (developed by)"
320,4 Jan. 2004,Bob Anderson,"A concert for babies ends in a riot, so the childless adults of Springfield gather to make the town less child-friendly. Of course Marge is against this proposition, so she forms her own group to prevent a yes on proposition 242.",8,http://www.imdb.com/title/tt0763034/?ref_=ttep_ep8,6.7,671,15,"Marge takes Maggie to a concert of every baby's hero Roofi. Because of the terrible weather and the fact there have been way too many concert cards sold, the concert ends in a riot. Because the people of Springfield have to pay a million dollars to pay for the damage, SSCCATAGAPP (Singles, Seniors, Childless Couples And Teens And Gays Against Parasitic Parents) is established. The group wants to remove everything that makes Springfield child-friendly. When she learns there's no talking to the leader of SSCCATAGAPP, Marge starts her own group, protecting the rights of children.                Written by
Marco van Hoof <k_luifje7@hotmail.com>","Marge vs. Singles, Seniors, Childless Couples and Teens and Gays","Matt Groening (created by), James L. Brooks (developed by)"
321,11 Jan. 2004,Lauren MacMullan,"While Lisa and Marge have trouble finding a successor for Snowball II, Homer pretends to be a robot and fights robot races to win Bart's affection.",9,http://www.imdb.com/title/tt0763032/?ref_=ttep_ep9,7.3,689,15,"Snowball II dies and Marge takes Lisa to a shelter to find a new cat. Unfortunately, the new cat dies as well. Marge and Lisa return to the shelter to, again, find a new cat. Meanwhile Homer wants Bart to be proud of him and tries to make a robot so he and Bart can fight robot wars together. When it becomes clear he can't built a robot, Homer pretends to be a fighting robot.                Written by
Marco van Hoof <k_luifje7@hotmail.com>","I, (Annoyed Grunt)-Bot","Matt Groening (created by), James L. Brooks (developed by)"
322,25 Jan. 2004,Mark Kirkland,"Marge is inspired to write a novel, but the storyline of the book (a fat, mean husband, and a handsome, sweet neighbor) makes Homer jealous.",10,http://www.imdb.com/title/tt0701088/?ref_=ttep_ep10,7.2,680,15,"After he gets fired at the plant, Homer gets a job as a car salesman. There he comes across an old ambulance and decides to become an ambulance driver. Not hindered by any medical knowledge Homer starts his new job. Marge also found a new pastime: writing. She writes a book and manages to get it published. It's the talk of the town, not in the least because the book's not very flattering about Homer and suggests a love connection between Flanders and Marge.                Written by
Marco van Hoof <k_luifje7@hotmail.com>",Diatribe of a Mad Housewife,"Matt Groening (created by), James L. Brooks (developed by)"
323,8 Feb. 2004,Mike B. Anderson,"Marge tells Lisa, Bart and Millhouse three history stories because the library doesn't have any.",11,http://www.imdb.com/title/tt0784540/?ref_=ttep_ep11,7.1,650,15,"Marge tells Bart, Lisa, and Milhouse history tales for their school reports because of the library's low standard. The first story, ""Henry VIII"", depicts Homer as Henry VIII, who marries several women to get the son who can take over the kingdom when he dies. In the second story, ""Lewis and Clark and Sacagawea"", Lisa is Sacagawea, a native American who is assigned to help President Thomas Jefferson's men to find the west coast. In the last story, ""Mozart and Salieri"", Bart is Mozart, a successful young composer, whose little sister Salieri is very jealous at Mozart's success.                Written by
Emil Petersen",Margical History Tour,"Matt Groening (created by), James L. Brooks (developed by)"
324,15 Feb. 2004,Matthew Nastuk,"Milhouse moves to Capital City, and therefore Lisa and Bart become best friends.",12,http://www.imdb.com/title/tt0701175/?ref_=ttep_ep12,7.2,663,15,"Milhouse's mother gets a job in Capitol City and takes Milhouse with her. Bart feels really bad about this and tries to find a new best friend. When Ralph doesn't fit the bill he and Lisa become best friends. It's weird but satisfying to both of them. Homer, who's at Moe's, realizes he hasn't got an anniversary gift for Marge yet. When he's outside (and totally drunk) he sits on the sidewalk and a woman gives him some money. He starts dancing and more people give him money. This gives Homer an idea to raise the money needed to buy Marge beautiful gifts.                Written by
Marco van Hoof <k_luifje7@hotmail.com>",Milhouse Doesn't Live Here Anymore,"Matt Groening (created by), James L. Brooks (developed by)"
325,22 Feb. 2004,Steven Dean Moore,"When Maggie is revealed to have an IQ of 167, Lisa is no longer the genius of the family, causing a rivalry between the sisters.",13,http://www.imdb.com/title/tt0701214/?ref_=ttep_ep13,7.1,666,15,"After a quarrel with Dr. Hibbert, Homer decides to enlist Maggie for a pre-nursery school. Maggie doesn't get tested because she can't talk. Back home Lisa discovers Maggie can make words and the family goes back to the pre-nursery school. This time Maggie passes the test gloriously and turns out to have an IQ of 167. This is more than Lisa's IQ (159) which makes her unsure about her identity.                Written by
Marco van Hoof <k_luifje7@hotmail.com>",Smart & Smarter,"Matt Groening (created by), James L. Brooks (developed by)"
326,14 Mar. 2004,Nancy Kruse,Artie Ziff is discovered hiding out in the Simpsons' attic.,14,http://www.imdb.com/title/tt0701271/?ref_=ttep_ep14,6.8,639,15,"Homer takes Bart and Lisa (along with Rod and Todd) to see a horror film at the local multiplex. Traumatised, Bart and Lisa believe the attic to be haunted but, it turns out to be Artie Ziff whose been hiding there after becoming bankrupt. Homer and Marge reluctantly allow him to stay with the family.                Written by
Gaius Antarcticus",The Ziff Who Came to Dinner,"Matt Groening (created by), James L. Brooks (developed by)"
327,21 Mar. 2004,Bob Anderson,Marge takes up heavy drinking to spend more time with Homer. Bart and Lisa confront a famous movie director about the drop in quality his films have taken.,15,http://www.imdb.com/title/tt0701081/?ref_=ttep_ep15,6.9,633,15,"After seeing lousy film 'Cosmic Wars', which they were looking forward to for a long time, Bart and Lisa want to let the director know the new movie sucked. A complaint letter gets ignored and Bart and Lisa want to personally speak to the director. Because he lives in the neighborhood of a winery Homer and Marge agree. While Bart and Lisa talk to the director, Homer and Marge discover alcohol brings them together and make a habit of drinking wine and getting drunk together.                Written by
Marco van Hoof <k_luifje7@hotmail.com>",Co-Dependent's Day,"Matt Groening (created by), James L. Brooks (developed by)"
328,28 Mar. 2004,Lauren MacMullan,"After playing a prank on the whole town, Bart is sentenced to six months of juvenile detention. There he meets Gina, who forces Bart to escape with her.",16,http://www.imdb.com/title/tt0701268/?ref_=ttep_ep16,6.9,674,15,"Bart plays a prank on the entire city when he invites everybody for a fake wedding and takes all the gifts so he can return them for store credit. Chief Wiggum catches him and Bart is sent to jail. In jail Bart meets Gina Vendetti who escapes with Bart. Gradually, Gina and Bart get to know and understand each other.                Written by
Marco van Hoof <k_luifje7@hotmail.com>",The Wandering Juvie,"Matt Groening (created by), James L. Brooks (developed by)"
329,18 Apr. 2004,Mark Kirkland,Mrs. Krabapel falls for Comic Book Guy and they plan a Star Trek like wedding. Principal Skinner plans to prevent it.,17,http://www.imdb.com/title/tt0701187/?ref_=ttep_ep17,6.8,631,15,"Principal Skinner and Mrs. Krabapple are going to marry. At his bachelor party Skinner admits having cold feet about the wedding. Mrs. Krabapple notices this at the wedding and she runs away. She finds new love in Comic Book Guy while Skinner, helped by Homer, does his best to win her back. Things all climax at a sci-fi convention where Comic Book Guy plans to marry Mrs. Krabapple and Skinner - disguised as Catwoman - tries to prevent this.                Written by
Marco van Hoof <k_luifje7@hotmail.com>",My Big Fat Geek Wedding,"Matt Groening (created by), James L. Brooks (developed by)"
330,25 Apr. 2004,Matthew Nastuk,Homer and Marge try to have a vacation without the kids but Bart and Lisa follow them everywhere they go.,18,http://www.imdb.com/title/tt0784101/?ref_=ttep_ep18,7.0,679,15,"Marge and Homer decide not to go to Dayton, Ohio, to celebrate Uncle Tyrone's birthday. In stead they go to Miami to enjoy a vacation without the children. When Bart and Lisa find out they are insulted and decide to chase their parents so they cannot enjoy their vacation without children.                Written by
Emil Petersen",Catch 'Em If You Can,"Matt Groening (created by), James L. Brooks (developed by)"
331,2 May 2004,Jim Reardon,Homer becomes a costumed vigilante who uses pies for weapons after witnessing Lisa get humiliated at a competition at the state fair.,19,http://www.imdb.com/title/tt0701209/?ref_=ttep_ep19,7.3,687,15,"After the Texan millionaire mocks Lisa's entry at the fair Homer,disguised in a mask and cape,throws a pie in his face and becomes an avenging super-hero,putting pies in the face of those who deserve to be punished. However he is unmasked by Burns who threatens to expose him unless he pies the visiting Dalai Lama and has to be helped over his crisis of conscience by Lisa.                Written by
don @ minifie-1",Simple Simpson,"Matt Groening (created by), James L. Brooks (developed by)"
332,9 May 2004,Mike B. Anderson,"Marge and Homer find out that they actually kissed each other at age 10 without knowing they were each other's first kisses, and tell the story about this.",20,http://www.imdb.com/title/tt0784545/?ref_=ttep_ep20,7.3,673,15,"Homer tells the children of his first love at school,a girl who actually turned out to be Marge but whom he failed to recognize because she had burnt her blue hair brown ironing it. Marge takes up the story,explaining that they were to meet for a second date but Homer failed to show. Homer explains it was because he accidentally ended up in Fat Camp and could not escape in time. However each has kept the half of the heart-shaped love token they exchanged as proof of that first meeting.                Written by
don @ minifie-1",The Way We Weren't,"Matt Groening (created by), James L. Brooks (developed by)"
333,16 May 2004,Steven Dean Moore,An accidental photo showing Bart mooning the American flag makes the Simpsons the most hated family in town.,21,http://www.imdb.com/title/tt0763027/?ref_=ttep_ep21,6.2,670,15,"When a donkey rips Bart's shorts off whilst he is standing in front of a screen exhibiting the American flag, he is erroneously taken to be mooning it and he and the family declared to be unpatriotic and, with them, by definition, Springfield. Quimby changes the town's name to Libertyville but the family is still sent to the Ronald Reagan Rehabilitation Center on Alcatraz. They escape and end up in France, which they quite like but decide to 'emigrate' to the New World and start over.                Written by
don @ minifie-1",Bart-Mangled Banner,"Matt Groening (created by), James L. Brooks (developed by)"
334,23 May 2004,Bob Anderson,"Lisa makes her own newspaper for publishing poems and such, and at the same time Mr Burns decides to buy every media in town to improve his image. In the end Lisa's newspaper is the only media in town not owned by Burns, which inspires the town's inhabitants to create their own newspapers.",22,http://www.imdb.com/title/tt0763030/?ref_=ttep_ep22,7.2,625,15,"Lisa makes her own newspaper for publishing poems and such, and at the same time Mr Burns decides to buy every media in town to improve his image. In the end Lisa's newspaper is the only media in town not owned by Burns, which inspires the town's inhabitants to create their own newspapers.                Written by
Emil Petersen",Fraudcast News,"Matt Groening (created by), James L. Brooks (developed by)"
335,7 Nov. 2004,David Silverman,"In ""The Ned Zone,"" Ned gets the ability to tell people's deaths just by touching someone. In ""In the Belly of the Boss,"" Mr. Burns accidentally swallows Maggie and the Simpsons try to get her out. In ""Four Beheadings and a Funeral,"" Lisa and Bart try to solve the mystery of the mutton-chops murderer.",1,http://www.imdb.com/title/tt0701286/?ref_=ttep_ep1,7.4,765,16,"In ""The Ned Zone,"" Ned gets the ability to tell people's deaths just by touching someone. In ""In the Belly of the Boss,"" Mr. Burns accidentally swallows Maggie and the Simpsons try to get her out. In ""Four Beheadings and a Funeral,"" Lisa and Bart try to solve the mystery of the mutton-chops murderer.                Written by
Anonymous",Treehouse of Horror XV,"Matt Groening (created by) (as Bat Groening), James L. Brooks (developed by) (as James 'Dangerous Though Cuddly' Brooks)"
336,14 Nov. 2004,Mark Kirkland,"Homer buys Marge a new kitchen, and Marge likes cooking in the new kitchen so much she attends the Ovenfresh Bakeoff.",2,http://www.imdb.com/title/tt0701051/?ref_=ttep_ep2,7.0,647,16,"Marge takes up baking in her new dream kitchen and enters the great Oven Fresh bake-off contest. However, seeing the other contestants cheat she resorts to putting Maggie's ear medicine on their entries to get through to the final where, after a chat with Lisa, she does the decent thing...and loses. Homer, meanwhile, discovering that Bart has seen his old girlie magazines, horrifies him by telling him about the birds and bees.                Written by
don @ minifie-1",All's Fair in Oven War,"Matt Groening (created by), James L. Brooks (developed by)"
337,21 Nov. 2004,Lauren MacMullan,"Because she thinks her own children do not appreciate her anymore, Marge becomes a mother figure for Nelson.",3,http://www.imdb.com/title/tt0784543/?ref_=ttep_ep3,7.1,635,16,"Feeling that her own kids take her for granted,Marge takes pity on Nelson,whose dad has walked out on him and his loose-living mother,and lets him stay at her house. Bart is horrified as it means he gets bullied at home as well as at school. There is only one thing for it. Bart goes out and finds Nelson's father,bringing happy outcomes all round.                Written by
don @ minifie-1",Sleeping with the Enemy,"Matt Groening (created by), James L. Brooks (developed by)"
338,5 Dec. 2004,Matthew Nastuk,"Marge's old high school friend, the famous reporter Chloe Talbot, comes to Springfield, and Marge becomes jealous when Lisa begins idolizing Chloe.",4,http://www.imdb.com/title/tt0701205/?ref_=ttep_ep4,6.6,642,16,"Marge's old school friend Chloe Talbot,now a famous journalist,returns to Springfield and Marge feels envious because Lisa spends so much time with her. However when Chloe and Lisa are trapped after the volcanic Mount Springfield has erupted Marge proves that she may not be famous but she can still be heroic.                Written by
don @ minifie-1",She Used to Be My Girl,"Matt Groening (created by), James L. Brooks (developed by)"
339,12 Dec. 2004,Mike B. Anderson,"Bart begins designing T-shirt slogans, and his T-shirts become very popular among the citizens of Springfield.",5,http://www.imdb.com/title/tt0701096/?ref_=ttep_ep5,7.1,611,16,"Bart becomes famous designing T-shirts and is taken in hand by shifty salesman Goose Gladwell. With Bart a success Homer decides to spend more time with Lisa and steals plutonium from the power plant to ensure her model of a nuclear reactor wins the school science fair. Lisa is horrified but the model comes in handy after all as Homer threatens to detonate it unless Goose Gladwell gives Bart the money he owes him.                Written by
don @ minifie-1",Fat Man and Little Boy,"Matt Groening (created by), James L. Brooks (developed by)"
340,16 Jan. 2005,Nancy Kruse,"Homer goes to Canada with Apu and Ned to purchase Grampa's medication, but the three have problems getting home because the border guard thinks Apu is a terrorist.",6,http://www.imdb.com/title/tt0784541/?ref_=ttep_ep6,7.3,636,16,"Homer goes to Canada with Apu and Ned to purchase Grampa's medication, but the three have problems getting home because the border guard thinks Apu is a terrorist.",Midnight Rx,"Matt Groening (created by), James L. Brooks (developed by)"
341,30 Jan. 2005,Mark Kirkland,Homer gives Moe an enormous amount of money so he doesn't have to close down.,7,http://www.imdb.com/title/tt0763036/?ref_=ttep_ep7,7.1,600,16,"Moe's health inspector, an old friend and therefore not very strict, dies and the new health inspector closes Moe's down. Homer gets a new mortgage for his home and gives Moe the money so Moe can clear up all the violations. Marge decides to protect her investment by going in business with Moe.                Written by
Marco van Hoof <k_luifje7@hotmail.com>",Mommie Beerest,"Matt Groening (created by), James L. Brooks (developed by)"
342,6 Feb. 2005,Steven Dean Moore,A video of Homer dancing becomes so popular that all major sports players hires Homer to design celebration dances for them.,8,http://www.imdb.com/title/tt0701113/?ref_=ttep_ep8,6.4,662,16,"When Ned takes a video of Homer dancing and it gets put on the Internet various sports stars ask Homer to teach them their own victory dances. At the same time Ned is using his video to make Bible stories featuring his sons. Eventually Ned and Homer - and Homer's sporting clients - combine to create a lavish recreation of Noah's flood at the Springfield stadium but it is a wash-out in every sense.                Written by
don @ minifie-1",Homer and Ned's Hail Mary Pass,"Matt Groening (created by), James L. Brooks (developed by)"
